ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Prob
ALL_BATCH_6.189.1_ORF_3	1449	-	3	100	2	99	0.3194	0.426881899519735	0.00112692756761919
ALL_BATCH_6.189.1_ORF_4	1449	-	1	939	847	93	0.8267	0.258179670750805	0.00101902088582915
ALL_BATCH_6.189.1_ORF_5	1449	+	2	893	982	90	0.6252	0.108220213408512	0.000548253028794304
ALL_BATCH_6.196.2_ORF_1	2483	+	2	683	1321	639	1.0284	1.08529857228884	0.997556845652101
ALL_BATCH_6.196.2_ORF_2	2483	-	1	980	732	249	0.8315	-0.00194972737652385	0.000228925170127088
ALL_BATCH_6.196.2_ORF_3	2483	+	2	2183	2350	168	0.8844	1.4003350931951	0.000529487022043494
ALL_BATCH_6.196.2_ORF_4	2483	-	3	1059	895	165	1.0428	0.255277426510622	4.03029184467728e-05
ALL_BATCH_6.196.2_ORF_5	2483	-	1	1781	1650	132	0.4895	0.825551873100539	3.33284983963494e-05
ALL_BATCH_6.207.1_ORF_1	1110	+	2	245	1012	768	0.9614	0.921289599313191	0.999999952631862
ALL_BATCH_6.207.1_ORF_2	1110	-	1	435	211	225	0.8608	0.763057228714645	0.52496082096749
ALL_BATCH_6.207.1_ORF_3	1110	+	3	768	962	195	1.0833	-0.15563263100927	0.0625209923846241
ALL_BATCH_6.207.1_ORF_4	1110	-	3	535	422	114	0.956	-0.0828703586712027	0.00611706052256616
ALL_BATCH_6.207.1_ORF_5	1110	-	2	173	72	102	0.8485	0.639583504438337	0.0200453937393875
ALL_BATCH_6.207.3_ORF_1	1184	+	1	319	1086	768	0.9614	0.921289599313191	0.99999992935105
ALL_BATCH_6.207.3_ORF_2	1184	-	1	509	291	219	0.7202	0.685040567022902	0.312415659214734
ALL_BATCH_6.207.3_ORF_3	1184	+	2	842	1036	195	1.0833	-0.15563263100927	0.0428003606344203
ALL_BATCH_6.207.3_ORF_4	1184	-	3	609	496	114	0.956	-0.0828703586712027	0.00410960118485027
ALL_BATCH_6.207.3_ORF_5	1184	+	2	488	580	93	0.8069	0.00632674800277175	0.00234446006000586
ALL_BATCH_6.207.2_ORF_1	1807	+	3	942	1709	768	0.9614	0.921289599313191	0.999997954532509
ALL_BATCH_6.207.2_ORF_2	1807	-	1	1132	866	267	0.7958	0.718634896355991	0.0713595264758611
ALL_BATCH_6.207.2_ORF_3	1807	+	1	1465	1659	195	1.0833	-0.15563263100927	0.00154200921954403
ALL_BATCH_6.207.2_ORF_4	1807	-	3	323	204	120	0.3931	0.404045965226109	0.000311111828679023
ALL_BATCH_6.207.2_ORF_5	1807	-	3	1232	1119	114	0.956	-0.0828703586712027	0.000142507758447435
ALL_BATCH_6.215.1_ORF_1	3654	-	2	3584	2346	1239	1.0926	1.36225451737891	0.999999989817674
ALL_BATCH_6.215.1_ORF_2	3654	-	3	2401	2228	174	0.8921	0.395899045408928	1.13613733315483e-07
ALL_BATCH_6.215.1_ORF_3	3654	+	2	1559	1693	135	0.8229	1.1214676547326	1.75093002692726e-07
ALL_BATCH_6.215.1_ORF_4	3654	-	3	850	737	114	0.49	0.966993679097526	4.8084869725928e-08
ALL_BATCH_6.215.1_ORF_5	3654	+	1	1069	1170	102	0.8966	1.14933234789002	7.41487793316131e-08
ALL_BATCH_6.218.2_ORF_1	552	+	1	43	243	201	1.0208	1.03723140832826	0.959731664144217
ALL_BATCH_6.218.2_ORF_2	552	+	2	101	274	174	0.9978	-0.125133892286081	0.41761687175142
ALL_BATCH_6.222.1_ORF_1	571	+	1	1	399	399	1.0146	1.33227440531883	0.999937968126538
ALL_BATCH_6.222.1_ORF_2	571	-	1	223	59	165	1.0845	0.71635737751862	0.787238853256974
ALL_BATCH_6.222.1_ORF_3	571	-	2	219	70	150	1.0911	-0.264327500761349	0.199400631917318
ALL_BATCH_6.222.1_ORF_4	571	+	2	320	427	108	0.9028	0.482251401459649	0.248051664617125
ALL_BATCH_6.231.1_ORF_1	558	-	2	107	27	81	0.9285	-0.0205846956097523	0.0482560853600212
ALL_BATCH_6.231.2_ORF_1	851	-	1	455	363	93	0.7335	0.0875371051362201	0.015745674634008
ALL_BATCH_6.231.2_ORF_2	851	-	2	298	215	84	0.8066	0.0838899141684347	0.012783963129304
ALL_BATCH_6.231.2_ORF_3	851	+	1	421	498	78	0.6594	0.106405603135948	0.00984673521048918
ALL_BATCH_6.231.2_ORF_4	851	+	3	495	572	78	0.6578	0.0391336091457874	0.0084357267954052
ALL_BATCH_6.231.2_ORF_5	851	-	2	397	320	78	0.5106	-0.0244057445807304	0.00637862156235221
ALL_BATCH_6.233.1_ORF_1	1684	-	1	1297	2	1296	0.9938	1.05581104514571	0.999999999999903
ALL_BATCH_6.233.1_ORF_2	1684	-	3	1043	858	186	1.0845	0.163563139207626	0.00475295362432267
ALL_BATCH_6.233.1_ORF_3	1684	+	3	1200	1334	135	1.0236	0.69551199790076	0.00330339532791172
ALL_BATCH_6.233.1_ORF_4	1684	-	2	1149	1048	102	0.8569	-0.13186407553213	0.000157524277710634
ALL_BATCH_6.233.1_ORF_5	1684	-	2	87	4	84	0.4708	0.465650690735212	0.000253808250723345
ALL_BATCH_6.235.1_ORF_1	567	-	3	337	167	171	0.6762	1.18338552531852	0.900926441949455
ALL_BATCH_6.237.1_ORF_1	770	-	2	730	653	78	1.0139	1.57542653226745	0.384536702169542
ALL_BATCH_6.243.2_ORF_1	1851	+	3	612	1703	1092	0.9666	1.04640560391523	0.999999999884979
ALL_BATCH_6.243.2_ORF_2	1851	-	2	1604	1509	96	1.0614	0.0865054221707486	0.000106425788656969
ALL_BATCH_6.243.2_ORF_3	1851	-	2	1301	1215	87	0.8925	0.246411436041723	0.000100395075370961
ALL_BATCH_6.243.2_ORF_4	1851	+	1	1009	1089	81	0.9458	0.404815781786347	0.000126726377322332
ALL_BATCH_6.243.4_ORF_1	1405	+	1	166	1257	1092	0.9666	1.04640560391523	0.999999999989664
ALL_BATCH_6.243.4_ORF_2	1405	-	2	1158	1063	96	1.0614	0.0865054221707486	0.0011830085764771
ALL_BATCH_6.243.4_ORF_3	1405	-	2	855	769	87	0.8925	0.246411436041723	0.00111604042057653
ALL_BATCH_6.243.4_ORF_4	1405	+	2	563	643	81	0.9458	0.404815781786347	0.00140837676100033
ALL_BATCH_6.249.1_ORF_1	1160	+	1	46	972	927	0.9558	1.22446412941765	0.999999999737935
ALL_BATCH_6.249.1_ORF_2	1160	+	2	575	766	192	0.9768	0.423832503042762	0.137741130746902
ALL_BATCH_6.249.1_ORF_3	1160	+	2	794	940	147	1.0862	0.378564905763004	0.0395798307764364
ALL_BATCH_6.249.1_ORF_4	1160	-	2	199	80	120	0.7809	0.24502575316546	0.0100699495461869
ALL_BATCH_6.249.1_ORF_5	1160	-	3	663	571	93	0.9807	0.0470676380033504	0.00343600965314762
ALL_BATCH_6.252.1_ORF_1	1494	+	1	1	201	201	1.1883	0.880713890927369	0.106843515851421
ALL_BATCH_6.252.1_ORF_2	1494	+	3	1176	1307	132	0.8799	0.593493738389526	0.00582377010177486
ALL_BATCH_6.252.1_ORF_3	1494	-	3	814	692	123	0.7108	0.671514291337066	0.00455622998679003
ALL_BATCH_6.252.1_ORF_4	1494	+	3	999	1112	114	0.611	0.569036413583058	0.00251128089381138
ALL_BATCH_6.252.1_ORF_5	1494	+	2	47	154	108	1.1469	-0.392190664275333	0.000377950276662957
ALL_BATCH_6.252.2_ORF_1	2369	+	2	914	1114	201	1.1883	0.880713890927369	0.00105786133867439
ALL_BATCH_6.252.2_ORF_2	2369	+	2	2051	2182	132	0.8799	0.593493738389526	5.18544608678271e-05
ALL_BATCH_6.252.2_ORF_3	2369	-	1	1727	1605	123	0.7108	0.671514291337066	4.05171701342663e-05
ALL_BATCH_6.252.2_ORF_4	2369	+	2	1874	1987	114	0.611	0.569036413583058	2.22866820465617e-05
ALL_BATCH_6.252.2_ORF_5	2369	-	1	680	570	111	0.5726	0.448035334839346	1.48860540225531e-05
ALL_BATCH_6.254.1_ORF_1	2853	+	2	50	1534	1485	0.9666	1.33060254973969	0.9999999999999
ALL_BATCH_6.254.1_ORF_2	2853	-	2	2342	1755	588	1.0862	1.19416577788889	0.941849186497804
ALL_BATCH_6.254.1_ORF_3	2853	+	1	1855	2064	210	1.1714	0.716930203552164	6.86197162154455e-05
ALL_BATCH_6.254.1_ORF_4	2853	+	3	1236	1421	186	0.9786	0.096855507458773	6.72004621813614e-06
ALL_BATCH_6.254.1_ORF_5	2853	-	2	749	654	96	0.8638	0.311852447844955	6.63886507279412e-07
ALL_BATCH_6.254.3_ORF_1	1719	+	2	122	1567	1446	0.9666	1.34357609316228	1
ALL_BATCH_6.254.3_ORF_2	1719	+	3	1269	1454	186	0.9786	0.096855507458773	0.00306648968638031
ALL_BATCH_6.254.3_ORF_3	1719	-	2	782	687	96	0.8638	0.311852447844955	0.000303782194486117
ALL_BATCH_6.254.3_ORF_4	1719	+	1	1591	1674	84	0.6811	0.550751189210834	0.00031004043250814
ALL_BATCH_6.254.3_ORF_5	1719	+	3	837	920	84	0.5912	-0.353190272145456	3.57521854879426e-05
ALL_BATCH_6.254.2_ORF_1	1915	+	3	279	1763	1485	0.9666	1.33060254973969	1
ALL_BATCH_6.254.2_ORF_2	1915	+	1	1465	1650	186	0.9786	0.096855507458773	0.00106575015436523
ALL_BATCH_6.254.2_ORF_3	1915	-	2	978	883	96	0.8638	0.311852447844955	0.000105388125661094
ALL_BATCH_6.254.2_ORF_4	1915	-	3	269	177	93	0.8358	0.277990754780335	8.68299096646437e-05
ALL_BATCH_6.254.2_ORF_5	1915	+	1	1033	1116	84	0.5912	-0.353190272145456	1.24009775947291e-05
ALL_BATCH_6.254.4_ORF_1	1848	+	2	212	1696	1485	0.9666	1.32835993396576	1
ALL_BATCH_6.254.4_ORF_2	1848	+	3	1398	1583	186	0.9786	0.096855507458773	0.00152985241643002
ALL_BATCH_6.254.4_ORF_3	1848	-	2	911	816	96	0.8638	0.311852447844955	0.000151344858222501
ALL_BATCH_6.254.4_ORF_4	1848	+	1	1720	1803	84	0.6811	0.550751189210834	0.000154463209344986
ALL_BATCH_6.254.4_ORF_5	1848	+	3	966	1049	84	0.5912	-0.353190272145456	1.78094097282381e-05
ALL_BATCH_6.257.1_ORF_1	1492	-	1	550	68	483	0.8653	1.08733337390206	0.998549994060929
ALL_BATCH_6.257.1_ORF_2	1492	+	2	182	268	87	1.008	-0.22009919838609	0.000265748825762176
ALL_BATCH_6.260.1_ORF_1	492	-	1	81	1	81	0.4129	0.430803531212508	0.112785242360772
ALL_BATCH_6.269.1_ORF_1	522	-	1	156	64	93	0.6727	-0.238780523638969	0.0405458111904914
ALL_BATCH_6.269.1_ORF_2	522	+	2	110	199	90	0.5195	0.104139240118623	0.0686909404267286
ALL_BATCH_6.269.1_ORF_3	522	-	2	350	270	81	0.8845	0.265036377592762	0.102352638937072
ALL_BATCH_6.269.1_ORF_4	522	+	1	196	273	78	0.5239	0.240005773640203	0.0659228240848899
ALL_BATCH_6.269.1_ORF_5	522	-	2	98	21	78	0.5156	0.00378154537817456	0.0391038996224491
ALL_BATCH_6.270.1_ORF_1	1356	-	1	990	838	153	0.5421	0.144593098838374	0.0060206207495414
ALL_BATCH_6.270.1_ORF_2	1356	+	2	479	613	135	0.4941	0.168575738073839	0.00355357117703716
ALL_BATCH_6.270.1_ORF_3	1356	-	2	833	750	84	0.8922	-0.2539251303587	0.000420995613341255
ALL_BATCH_6.270.1_ORF_4	1356	-	1	393	313	81	0.8039	0.603028815028627	0.00253680474836036
ALL_BATCH_6.270.1_ORF_5	1356	-	2	1175	1095	81	0.9405	0.0104056800167488	0.000738193008139763
ALL_BATCH_6.277.1_ORF_1	793	-	2	651	424	228	0.8161	0.420050625509392	0.745178397171464
ALL_BATCH_6.277.1_ORF_2	793	+	3	81	227	147	1.0682	0.752964683530548	0.410362810278538
ALL_BATCH_6.277.1_ORF_3	793	+	1	499	582	84	0.6445	0.688465020572205	0.0576971769428326
ALL_BATCH_6.279.1_ORF_1	1669	-	3	1319	843	477	1.0971	0.783960391542607	0.992714265785594
ALL_BATCH_6.279.1_ORF_2	1669	+	1	1186	1323	138	1.2796	1.13028034039679	0.013342777274372
ALL_BATCH_6.279.1_ORF_3	1669	+	3	654	743	90	0.667	0.0694376563521363	0.000158851473730923
ALL_BATCH_6.279.1_ORF_4	1669	+	3	1551	1631	81	0.5285	0.487847002012185	0.000279118381081388
ALL_BATCH_6.279.1_ORF_5	1669	+	2	608	685	78	0.4952	0.735147174117471	0.000436631070671882
ALL_BATCH_6.279.2_ORF_1	2650	-	3	2300	1902	399	1.026	0.760017531419079	0.0547629726207983
ALL_BATCH_6.279.2_ORF_2	2650	-	3	1340	1032	309	0.8019	1.27257921351531	0.0101516450317336
ALL_BATCH_6.279.2_ORF_3	2650	-	3	311	3	309	0.973	1.12277122907606	0.0084369937989616
ALL_BATCH_6.279.2_ORF_4	2650	-	2	888	691	198	1.0538	1.46582699925542	0.00071846019596416
ALL_BATCH_6.279.2_ORF_5	2650	-	1	1930	1784	147	0.8195	0.832498938651895	2.92133376177531e-05
ALL_BATCH_6.291.1_ORF_1	3292	+	3	363	3113	2751	1.0538	1.25565175355299	1
ALL_BATCH_6.291.1_ORF_2	3292	+	1	2977	3228	252	0.8478	0.535938028410715	1.10727563830184e-05
ALL_BATCH_6.291.1_ORF_3	3292	-	2	552	343	210	1.1907	0.11183459884792	1.62266527776038e-06
ALL_BATCH_6.291.1_ORF_4	3292	-	3	1784	1626	159	1.0343	-0.488831237531293	7.63602256481635e-08
ALL_BATCH_6.291.1_ORF_5	3292	-	2	1308	1156	153	0.7134	0.38772152155649	3.55793497665274e-07
ALL_BATCH_6.297.1_ORF_1	5135	+	2	38	2974	2937	0.9614	1.21617954619571	1
ALL_BATCH_6.297.1_ORF_2	5135	-	2	4327	3497	831	0.9932	1.03881198295676	0.0637142037424178
ALL_BATCH_6.297.1_ORF_3	5135	+	3	2526	2726	201	1.019	-0.0866562728694167	3.17667775618415e-11
ALL_BATCH_6.297.1_ORF_4	5135	+	3	876	1040	165	1.0384	0.161165349051289	1.93870162430838e-11
ALL_BATCH_6.297.1_ORF_5	5135	+	3	4320	4481	162	0.9775	0.734654807644328	6.2582983700543e-11
ALL_BATCH_6.298.4_ORF_1	4778	+	3	3498	4721	1224	0.9902	1.08858991273611	0.999985719061241
ALL_BATCH_6.298.4_ORF_2	4778	+	3	1188	2240	1053	1.1136	1.10274329299363	0.997906321428498
ALL_BATCH_6.298.4_ORF_3	4778	-	2	3898	3737	162	0.9775	0.734654807644328	4.30578760757142e-10
ALL_BATCH_6.298.4_ORF_4	4778	+	1	2974	3099	126	0.6051	0.734016197969988	1.03486846741314e-10
ALL_BATCH_6.298.4_ORF_5	4778	-	1	3062	2949	114	0.7446	0.503871111956639	4.83534940897636e-11
ALL_BATCH_6.300.1_ORF_1	785	+	3	180	668	489	0.6551	1.019615491539	0.999962276367026
ALL_BATCH_6.300.1_ORF_2	785	+	2	215	316	102	0.7077	-0.426928534120774	0.00888355625889883
ALL_BATCH_6.300.1_ORF_3	785	+	1	115	198	84	0.6552	0.585119805438255	0.0484495674539646
ALL_BATCH_6.303.1_ORF_1	1207	+	3	468	677	210	1.2395	-0.697481600582113	0.0201794957198299
ALL_BATCH_6.303.1_ORF_2	1207	+	3	918	1118	201	0.9922	-0.0789967508720952	0.0493002527239989
ALL_BATCH_6.303.1_ORF_3	1207	-	3	338	243	96	1.2596	-0.893506352198407	0.000435435171273428
ALL_BATCH_6.308.1_ORF_1	6755	+	1	1	2085	2085	1.0252	0.989208575659954	0.999999999995559
ALL_BATCH_6.308.1_ORF_2	6755	+	2	4250	4990	741	0.9844	0.850600724463566	4.64106558593364e-07
ALL_BATCH_6.308.1_ORF_3	6755	+	2	1817	2110	294	1.079	-0.14244999019922	2.22044604925031e-16
ALL_BATCH_6.308.1_ORF_4	6755	+	1	2887	3111	225	0.401	0.337335964169997	2.22044604925031e-16
ALL_BATCH_6.308.1_ORF_5	6755	+	3	3786	3947	162	0.5323	0.514843282369415	2.22044604925031e-16
ALL_BATCH_6.309.1_ORF_1	1844	-	2	1075	935	141	0.8037	0.644408532761058	0.00121278101923955
ALL_BATCH_6.309.1_ORF_2	1844	-	1	539	417	123	0.8973	0.0911405754057026	0.00021607635504141
ALL_BATCH_6.309.1_ORF_3	1844	+	1	1177	1272	96	1.0912	0.454053039700414	0.000264357734139068
ALL_BATCH_6.309.1_ORF_4	1844	+	2	407	502	96	0.4737	1.45402573832084	0.00148875029211389
ALL_BATCH_6.309.1_ORF_5	1844	+	3	1341	1436	96	0.8451	0.27981982203122	0.000141222549111219
ALL_BATCH_6.310.1_ORF_1	1131	+	2	953	1075	123	0.8973	0.0911405754057026	0.010072814058135
ALL_BATCH_6.310.1_ORF_2	1131	-	2	1085	990	96	0.4737	1.45402573832084	0.0655921470252957
ALL_BATCH_6.310.1_ORF_3	1131	+	2	227	313	87	0.5093	0.823626250700227	0.0128323950521589
ALL_BATCH_6.310.1_ORF_4	1131	-	3	997	914	84	0.8408	0.08459222187586	0.00294046177307692
ALL_BATCH_6.310.1_ORF_5	1131	+	3	261	341	81	0.5705	0.955268655889349	0.0153049370392908
ALL_BATCH_6.311.1_ORF_1	1522	+	3	462	974	513	0.86	1.09975805586865	0.999323157738146
ALL_BATCH_6.311.1_ORF_2	1522	+	1	1042	1167	126	0.7311	0.381879736456431	0.00224939908721051
ALL_BATCH_6.311.1_ORF_3	1522	-	2	120	1	120	0.8619	0.274868512189494	0.00165790232153038
ALL_BATCH_6.311.1_ORF_4	1522	+	1	862	969	108	0.8736	0.020026869197281	0.000651289477812909
ALL_BATCH_6.311.1_ORF_5	1522	-	3	728	648	81	0.637	-0.268697922535552	0.000119947620814791
ALL_BATCH_6.329.1_ORF_1	3600	-	3	3133	1613	1521	0.9666	1.27448750404661	0.999999999997809
ALL_BATCH_6.329.1_ORF_2	3600	-	1	657	229	429	0.9038	0.967667449854408	0.00121126279352278
ALL_BATCH_6.329.1_ORF_3	3600	+	1	2242	2433	192	1.0025	0.00630532087860667	1.18085710589151e-07
ALL_BATCH_6.329.1_ORF_4	3600	+	2	2090	2218	129	1.1388	-0.345179431802154	8.99694947079294e-09
ALL_BATCH_6.329.1_ORF_5	3600	+	3	3015	3113	99	0.9307	1.13033115597344	8.96064281275054e-08
ALL_BATCH_6.334.2_ORF_1	1665	+	2	74	316	243	0.6784	0.631491860309981	0.0558242982772801
ALL_BATCH_6.334.2_ORF_2	1665	-	3	1060	872	189	0.8962	0.753147213242332	0.0185271918961396
ALL_BATCH_6.334.2_ORF_3	1665	+	2	608	733	126	0.7976	0.698536193580808	0.00228672281111724
ALL_BATCH_6.334.2_ORF_4	1665	-	2	614	501	114	0.8839	0.615265745300724	0.00142710924476305
ALL_BATCH_6.334.2_ORF_5	1665	+	2	1106	1204	99	0.9174	0.985721756111425	0.00219601111637417
ALL_BATCH_6.335.2_ORF_1	1234	+	1	223	339	117	0.7074	0.744418890950088	0.0180239548703479
ALL_BATCH_6.335.2_ORF_2	1234	+	2	869	985	117	0.7446	0.252985629736092	0.0061015480666849
ALL_BATCH_6.335.2_ORF_3	1234	-	2	1173	1066	108	0.4834	0.375390024234706	0.00485622013798919
ALL_BATCH_6.335.2_ORF_4	1234	-	2	147	43	105	0.7609	1.10047740385226	0.0295788724333923
ALL_BATCH_6.335.3_ORF_1	1280	+	1	223	339	117	0.7074	0.744418890950088	0.0141140065845167
ALL_BATCH_6.335.3_ORF_2	1280	+	3	915	1031	117	0.7446	0.252985629736092	0.00476538416228959
ALL_BATCH_6.335.3_ORF_3	1280	-	2	1219	1112	108	0.4834	0.375390024234706	0.00379172732190284
ALL_BATCH_6.335.3_ORF_4	1280	-	3	147	43	105	0.7609	1.10047740385226	0.0232215843219095
ALL_BATCH_6.335.1_ORF_1	732	+	1	367	483	117	0.7446	0.252985629736092	0.0846240940535278
ALL_BATCH_6.335.1_ORF_2	732	-	2	671	564	108	0.4834	0.375390024234706	0.0684561349976883
ALL_BATCH_6.339.1_ORF_1	1340	+	1	109	1242	1134	1.1576	1.2232616176251	0.999999999998849
ALL_BATCH_6.339.1_ORF_2	1340	-	1	605	264	342	1.0192	0.970185686734306	0.952276212925628
ALL_BATCH_6.339.1_ORF_3	1340	-	2	1006	896	111	1.0095	0.0143449006076027	0.00212792474148027
ALL_BATCH_6.339.1_ORF_4	1340	+	2	344	445	102	0.9008	-0.0221505713262132	0.00135205285513245
ALL_BATCH_6.339.2_ORF_1	1417	+	3	267	1319	1053	1.1456	1.25958920463515	0.999999999981513
ALL_BATCH_6.339.2_ORF_2	1417	-	1	682	341	342	1.0192	0.970185686734306	0.929395774893055
ALL_BATCH_6.339.2_ORF_3	1417	-	2	348	148	201	0.6852	-0.0273037012206223	0.0139575678357202
ALL_BATCH_6.339.2_ORF_4	1417	+	1	109	297	189	0.6291	0.987826754528035	0.0881337668976006
ALL_BATCH_6.339.2_ORF_5	1417	-	2	1083	973	111	1.0095	0.0143449006076027	0.0014047946267233
ALL_BATCH_6.339.3_ORF_1	1494	+	2	1004	1396	393	1.0418	1.467514427713	0.992286991511693
ALL_BATCH_6.339.3_ORF_2	1494	+	1	109	417	309	0.6767	0.86888220299026	0.650686101858469
ALL_BATCH_6.339.3_ORF_3	1494	-	1	759	562	198	1.0268	1.01275533483405	0.113170797062361
ALL_BATCH_6.339.3_ORF_4	1494	+	2	344	535	192	0.8152	0.562123602314338	0.0301913598827905
ALL_BATCH_6.339.3_ORF_5	1494	-	2	1160	1050	111	1.0095	0.0143449006076027	0.000927176621591394
ALL_BATCH_6.357.1_ORF_1	1800	+	1	19	333	315	0.7949	0.73690275584784	0.260122593487248
ALL_BATCH_6.357.1_ORF_2	1800	+	1	817	1062	246	0.8348	1.08099839497702	0.0919414031666773
ALL_BATCH_6.357.1_ORF_3	1800	+	2	131	346	216	1.0973	0.170026718512453	0.00641169303765319
ALL_BATCH_6.357.1_ORF_4	1800	-	3	640	443	198	0.7518	0.813373872364255	0.0118515387618689
ALL_BATCH_6.357.1_ORF_5	1800	-	3	280	155	126	1.1889	-0.245124229071884	0.000181120688410741
ALL_BATCH_6.357.2_ORF_1	524	+	1	19	333	315	0.7949	0.73690275584784	0.997122809374534
ALL_BATCH_6.357.2_ORF_2	524	+	2	131	346	216	1.0973	0.170026718512453	0.864149584605345
ALL_BATCH_6.357.2_ORF_3	524	-	2	280	155	126	1.1889	-0.245124229071884	0.151514103192725
ALL_BATCH_6.361.1_ORF_1	779	+	1	280	375	96	1.0059	0.297137573234435	0.0509968452437313
ALL_BATCH_6.361.1_ORF_2	779	+	3	486	563	78	0.7979	0.924480147504959	0.0985020397594735
ALL_BATCH_6.361.1_ORF_3	779	-	2	406	329	78	0.6308	0.565188445676964	0.0394055426997529
ALL_BATCH_6.361.1_ORF_4	779	-	2	100	23	78	0.7174	0.846110305972512	0.0781151292342809
ALL_BATCH_6.362.1_ORF_1	517	+	2	167	289	123	0.9429	0.0246164660875795	0.200743589812418
ALL_BATCH_6.362.1_ORF_2	517	+	3	33	110	78	0.8291	0.0531839493977512	0.0588352314063319
ALL_BATCH_6.367.1_ORF_1	535	+	1	61	276	216	1.0779	0.630226826123271	0.944307207236502
ALL_BATCH_6.367.1_ORF_2	535	-	3	248	81	168	1.0464	0.516880486964438	0.750146943565076
ALL_BATCH_6.367.1_ORF_3	535	-	2	471	325	147	0.4744	1.05931469983408	0.766489079847128
ALL_BATCH_6.367.1_ORF_4	535	+	2	446	535	90	0.7432	0.166084076757122	0.0887639168623178
ALL_BATCH_6.375.1_ORF_1	4932	+	3	39	3230	3192	0.9678	1.133100692261	1
ALL_BATCH_6.375.1_ORF_2	4932	+	3	3729	4403	675	0.8709	1.20238969949936	0.00244079690851438
ALL_BATCH_6.375.1_ORF_3	4932	-	3	3217	2957	261	0.7001	0.567310723417565	1.93249167231771e-09
ALL_BATCH_6.375.1_ORF_4	4932	-	2	356	144	213	0.8925	-0.49751051477156	4.72160513449541e-11
ALL_BATCH_6.375.1_ORF_5	4932	+	1	289	474	186	1.1291	-0.586642052849697	2.12598797212414e-11
ALL_BATCH_6.376.1_ORF_1	856	-	2	600	295	306	0.8321	0.906439071162246	0.98534308497482
ALL_BATCH_6.376.1_ORF_2	856	-	3	185	3	183	0.9922	1.59845012975586	0.904795540974388
ALL_BATCH_6.376.1_ORF_3	856	-	3	509	417	93	0.5707	-0.218304395045589	0.00659263059677444
ALL_BATCH_6.376.1_ORF_4	856	-	3	740	654	87	0.3142	1.19148216199132	0.100522390597372
ALL_BATCH_6.376.1_ORF_5	856	+	3	528	608	81	0.8037	-0.00938074898325512	0.00918593089465966
ALL_BATCH_6.381.1_ORF_1	1841	+	1	148	1755	1608	0.9666	1.10615974824226	1
ALL_BATCH_6.381.1_ORF_2	1841	-	1	899	591	309	0.8848	0.932639836299977	0.286105519069238
ALL_BATCH_6.381.1_ORF_3	1841	-	1	491	354	138	0.8241	0.642026062224416	0.00114156512218277
ALL_BATCH_6.381.1_ORF_4	1841	-	2	823	704	120	1.1556	0.105284423985236	0.000262977859871496
ALL_BATCH_6.381.1_ORF_5	1841	+	2	905	1006	102	0.9897	-0.0222728750530759	9.80668376374073e-05
ALL_BATCH_6.387.1_ORF_1	1580	+	3	204	1580	1377	0.9468	1.20218975895946	1
ALL_BATCH_6.387.1_ORF_2	1580	+	1	649	930	282	0.9845	0.087369315358527	0.102825016655442
ALL_BATCH_6.387.1_ORF_3	1580	-	3	210	82	129	0.9938	1.1744509145866	0.0140008598332921
ALL_BATCH_6.387.1_ORF_4	1580	+	1	1021	1131	111	0.9666	0.279233832482247	0.00102940878230208
ALL_BATCH_6.387.1_ORF_5	1580	+	2	278	382	105	0.7938	0.441784030254484	0.00106523877920829
ALL_BATCH_6.390.1_ORF_1	2374	+	2	2051	2374	324	0.9666	1.3267101098007	0.0860967086482417
ALL_BATCH_6.390.1_ORF_2	2374	-	3	167	3	165	0.7698	0.725314327549231	0.0001663425912289
ALL_BATCH_6.390.1_ORF_3	2374	+	1	1804	1956	153	0.6357	0.247020284542245	3.41573040976089e-05
ALL_BATCH_6.390.1_ORF_4	2374	-	3	1547	1395	153	0.7547	0.706303039593922	0.00010951748607113
ALL_BATCH_6.390.1_ORF_5	2374	+	1	619	720	102	0.6941	0.831268680028099	2.98378975195481e-05
ALL_BATCH_6.393.1_ORF_1	4013	+	3	2760	4013	1254	0.982	1.12972951488445	0.999999914727954
ALL_BATCH_6.393.1_ORF_2	4013	-	2	1642	1442	201	0.6027	0.767670465524616	6.61718785481679e-08
ALL_BATCH_6.393.1_ORF_3	4013	+	1	1843	2016	174	0.8269	0.99192128488891	6.05328594861967e-08
ALL_BATCH_6.393.1_ORF_4	4013	-	1	632	459	174	0.8308	0.650331855567698	2.77070197541925e-08
ALL_BATCH_6.393.1_ORF_5	4013	+	1	1555	1725	171	0.7893	1.25009347449435	9.67203869723231e-08
ALL_BATCH_6.397.1_ORF_1	1324	-	1	589	422	168	0.823	0.490146852842235	0.0313638847614455
ALL_BATCH_6.397.1_ORF_2	1324	+	3	1092	1193	102	0.664	0.712367437102108	0.00637968297020386
ALL_BATCH_6.397.1_ORF_3	1324	-	3	950	855	96	0.8597	0.372997692710522	0.0029346958824314
ALL_BATCH_6.397.1_ORF_4	1324	+	2	716	802	87	0.7858	1.20197127823657	0.0139076172997638
ALL_BATCH_6.397.1_ORF_5	1324	+	1	859	939	81	0.6303	0.263744705544078	0.00117995089288348
ALL_BATCH_6.403.2_ORF_1	2328	+	1	178	1725	1548	0.994	0.989991236829789	1
ALL_BATCH_6.403.2_ORF_2	2328	-	2	578	267	312	0.8737	0.430461886371724	0.00976039681331255
